CODI_ATC;NOMBRE
N05CD;LORMETAZEPAM
D07XB;LOSALEN
C09CA;LOSARTAN
C09DA;LOSARTAN/HIDROCLOROTIAZIDA
A02BC;LOSEC
A02BC;LOSEC MUPS
B03AA;LOSFERRON
R05CZ;LOTUSIX
C10AA;LOVASTATINA
N05AH;LOXAPAC
L02BG;LOXIFAN
M01AB;LUASE
N01BA;LUBRICANTE UROLOGICO
S01XA;LUBRIFILM
A06AB;LUBRILAX
C08CA;LUCENFAL
S01LA;LUCENTIS
C07AB;LUDICOR
N06AA;LUDIOMIL
H01CA;LUFORAN
M03BB;LUMBAXOL
S01EE;LUMIGAN
N03AA;LUMINAL
N03AA;LUMINALETAS
V08DA;LUMINITY
P03AX;LUNAFEM
M01AE;LUNDIRAN
A16AX;LUPIDON
N06AB;LURAMON
N06AB;LUSTRAGEN
N06AB;LUSTRAMYLAN
L02AE;LUTRATE DEPOT
D10AE;LUTSIMED
G03GA;LUVERIS
C10AX;LUZONE
C10AX;LUZONE FORTE
C10AA;LYMETEL
C10AA;LYMETEL PROLIB
G03AA;LYNDIOL
N03AX;LYRICA
N02BA;LYSINOTOL
L01XX;LYSODREN
D08AX;LYSOFORM
J07BG;LYSSAVAC
J06BB;LYSSUMAN
A02AD;MAALOX CONCENTRADO
L01XC;MABCAMPATH
B01AC;MABOCLOP
A02AH;MABOGASTROL
R05FB;MABOTERPEN
L01XC;MABTHERA
A12AA;MACALVIT
G01AX;MACMIROR VAGINAL
B05AA;MACRODEX GLUCOSADO
B05AA;MACRODEX SALINO
A06AD;MACROGOL
J01FA;MACROSIL
V09EB;MACROTEC
S01LA;MACUGEN
M01AE;MADAPROX
N04BA;MADOPAR
N04BA;MADOPAR RETARD
A03FA;MADURASE
A12CC;MAG
V09CA;MAG3 TECHNESCAN
A02AD;MAGION
V08CA;MAGNEGITA
A12CC;MAGNESAN
A06AD;MAGNESIA CECEF
A02AA;MAGNESIA CINFA
A02AA;MAGNESIA LAINCO
A02AA;MAGNESIA SAN PELLEGRINO
A12CC;MAGNESIOBOI
A12CC;MAGNESIUM PYRE
V08CA;MAGNETOLUX
V08CA;MAGNEVIST
V08CA;MAGNEVIST ENTERAL
A12CC;MAGNOGENE
V08CA;MAGNOGRAF
V08CA;MAGNOGRAF ENTERAL
G04CA;MAGNUROL
D11AX;MAHIOU
N05AB;MAJEPTIL
A13AA;MALANDIL
P01BB;MALARONE
G02CX;MALENA
J01DC;MANDOKEF
N06AG;MANERIX
G04CA;MANFREDOL
C08CA;MANIDIPINO
C08DA;MANIDON
C08DA;MANIDON HTA
C08DA;MANIDON RETARD
B05BC;MANITOL
A02BA;MANSAL
D02AC;MANTECA DE CACAO
A06AB;MANZALAX
N05BA;MARCEN
B01AA;MARCUMAR
R06AE;MAREVIT
A13AA;MARLIDAN
N02BE;MARRECS
N06AA;MARTIMIL
M02AC;MASAGIL
M01AX;MASCARTIL
C08DB;MASDIL
C08DB;MASDIL RETARD
N02BA;MASTIA
A12AA;MASTICAL
A12AX;MASTICAL  D
A12AX;MASTICAL D UNIDIA
D08AC;MASTIOL
A11AA;MATRABEC
N02AB;MATRIFEN
N02CC;MAXALT
N02CC;MAXALT MAX
A12AX;MAXBON
J01CA;MAXICILINA
S01BA;MAXIDEX
A09AA;MAXILASE
J01CA;MAXILASE ANTIBIOTICA
J01DE;MAXIPIME
S01CA;MAXITROL
A13AA;MAXIWAS
D11AX;MAXPIL
C01DA;MAYCOR RETARD
D10BA;MAYESTA
L02AB;MAYGACE
L02AB;MAYGACE ALTAS DOSIS
J05AB;MAYNAR
D06BB;MAYNAR LABIAL
S01AD;MAYNAR OFTALMICO
G04CA;MAYUL
P02CA;MEBENDAN
M05BA;MEBONAT
M01AG;MECLOMEN
A11HA;MEDEBIOTIN
A11HA;MEDEBIOTIN NORM
A11HA;MEDEBIOTIN FUERTE
A04AD;MEDECITRAL
J01AA;MEDEDOXI
A15AA;MEDENOREX
A11DB;MEDEREBRO
M01AB;MEDERREUMOL
A06AB;MEDESUP
D01AC;MEDEZOL
N06BA;MEDICEBRAN
N06AX;MEDIFLOR EXTRACTO HYPERICUM
N06BA;MEDIKINET
R05DA;MEDINAIT
M01AE;MEDIPREN
J01RA;MEFLOXINE
J01DA;MEFOXITIN
B03BA;MEGAMILBEDOCE
N01BB;MEGANEST
N05BA;MEGASEDAN
L02AB;MEGEFREN
N02BB;MEGRAL
J01DD;MEIACT
B05XA;MEINFUSONA
B05XA;MEINFUSONA HEPATICA
B05BA;MEINFUSONA TROFICA FORTE
V07AB;MEINSOL AQUA
B05XA;MEINSOL CLORURO POTASICO
V07AB;MEINSOL CLORURO SODICO
B05BB;MEINVENIL FISIOLOGICO
B05BA;MEINVENIL GLUCOSA
B05BB;MEINVENIL GLUCOSALINA
N02BA;MEJORAL
N02BA;MEJORAL CAFEINA
N02BA;MEJORAL MASTICABLE
N02BB;MELABON
N02BE;MELABON INFANTIL SUPOSITORIOS
D11AX;MELANASA
N05AC;MELERIL
N05AC;MELERIL RETARD
L01AA;MELFALAN
G03AA;MELIANE
G03AA;MELIANE DIARIO
N05CX;MELIVAL
G03AA;MELODENE
N02BE;MELOKA
M01AC;MELOXICAM
G03AA;MELTEVA
N06BX;MEMORINO
A16AX;MENABIL COMPLEX
D07CC;MENADERM
D07BC;MENADERM CLIO
D07CC;MENADERM NEOMICINA
S02CA;MENADERM OTOLOGICO
D07AC;MENADERM SIMPLE
D07CC;MENADERM UNGÜENTO
D08AC;MENALCOL REFORZADO
A11DB;MENALGIL B6 AMPOLLAS
A11EA;MENALGIL B6 COMPRIMIDOS
D08AC;MENALMINA
C05BA;MENAVEN
A12AX;MENCALISVIT
J07AH;MENCEVAX AC
A05BA;MENEPAROL SOLUCION
A05CA;MENEPAROL VIALES BEBIBLES
N06AX;MENFAZONA
N06AX;MENFAZONA START
J07AH;MENINGITEC
J07AH;MENINVACT
J07AH;MENJUGATE KIT
G02CX;MENOCLIM
G03GA;MENOPUR
G03CA;MENOREST
C01DX;MENOXICOR
A01AB;MENTAMIDA
M02AX;MENTHOL ICE
N06BX;MENTIS
R05X;MENTOBOX POMADA
J07AH;MENVEO
L03AX;MEPACT
N01BB;MEPIVACAINA
N05BC;MEPROSPAN
S01XA;MERALOP
D08AK;MERBROMINA
L01BB;MERCAPTOPURINA
D08AK;MERCROMINA
D08AK;MERCROVERK
D08AC;MERCRYL PLUS
D05AA;MERCUFILA
D08AK;MERCURIN
D08AK;MERCURIO ROJO
D08AK;MERCUROBROMO
D08AK;MERCUTINA
N02BA;MERIDOL
G03CA;MERIESTRA
G03FA;MERIGEST
G03FB;MERIGEST SEQUI
J01DH;MERONEM
J01DH;MEROPENEM
D08AK;MERTHIOLATE TINTURA
C05BA;MESARIN
N07AA;MESTINON
J01CA;META FRAMAN
J01CA;METABACTER
J01CA;METABACTER BRONQUIAL
A13AA;METABOLICUM
V09IX;METABOLIMAX
J01CA;METACLARBEN
A12AX;METAFISOL
A03FA;METAGLIZ
V09IX;METAIODOBENCILGUANIDINA (131I) DIAGNOSTICO
V10XA;METAIODOBENCILGUANIDINA (131I) TERAPEUTICO
J01CA;METAKES
J01CA;METALCOR
J01CA;METALCOR BRONQUIAL
N02BB;METALGIAL
B01AD;METALYSE
J01CA;METAMAS
N02BB;METAMIZOL
J01CA;METAMPEN
J01CA;METAMPEN MUCOLITICO
J01CA;METAMPICILINA
J01CA;METAMPILENE
J01CA;METAMPLIMEDIX
A06AC;METAMUCIL
N07BC;METASEDIN
V10BX;METASTRON
V09IX;METATRACE FDG
J01CA;METAVAL
A02AX;METEORIL
C01CA;METERDOS
A10BA;METFORMINA
G02AB;METHERGIN
J01CA;METIFARMA
R05CZ;METIFARMA MUCOLIT
A13AA;METILEMA
H02AB;METILPREDNISOLONA
A03FA;METOCLOPRAMIDA
L01BA;METOJECT
C05CX;METORENE
L01BA;METOTREXATO
C01CA;METOXAMINA
J01DA;METRAN
D06BX;METRONIDAZOL GEL
J01XD;METRONIDAZOL IV
P01AB;METRONIDAZOL ORAL
G03AA;METRULEN M
L01XD;METVIX
C10AA;MEVACOR
G03FA;MEVAREN
C10AA;MEVASTEROL
A07EC;MEZAVANT
A10AD;MEZTARDIA HUMANA
A09AA;MEZYM
H05BA;MIACALCIC
V09IX;MIBG (123I) COVIDIEN INYECTABLE
V10XA;MIBG (131I) COVIDIEN TERAPEUTICO
V09GA;MIBI RADIOPHARMACY
V09GA;MIBI TECHNESCAN
D05AC;MICANOL
C09CA;MICARDIS
C09DA;MICARDISPLUS
A11AA;MICEBRINA
A11BA;MICEBRINA BCE
A11AA;MICEBRINA COMPLEX
A13AA;MICEBRINA COMPLEX GINSENG
A11AA;MICEBRINA GINSENG
D01AC;MICETAL
G04BX;MICIFRONA
J01CA;MICINOVO
D01AE;MICLAST
G01AF;MICOESPEC
D01AC;MICOESPEC TOPICO
L04AA;MICOFENOLATO MOFETILO
D01AE;MICOISDIN
D01AC;MICOMISAN
D01AC;MICONAZOL  CREMA
J02AB;MICONAZOL COMPRIMIDOS
D01AC;MICOSEPTIL
D01AE;MICOSONA
J02AB;MICOTICUM
A06AG;MICRALAX
A06AG;MICROCASEN
G03AA;MICRODIOL
G03AA;MICROGYNON
A03DB;MICROSUPOS ANTIESPASMO
J01EB;MICTUROL SEDANTE FUERTE 
J01EB;MICTUROL SEDANTE NORMAL 
D07CC;MIDACINA
C03CA;MIDATEN
C03CA;MIDATEN RAPID
N05CD;MIDAZOLAM
J01FA;MIDECAMICINA
M01AB;MIDOCIL
G03XB;MIFEGYNE
N02BA;MIFEREN
R03BA;MIFLONIDE
N02BE;MIGRALEVE
N02CA;MIGRANAL
N02CX;MIGRISTENE
M01AE;MIJAL
M02AA;MIJAL TOPICO
C07AA;MIKELAN
S01ED;MIKELAN OFTALMICO
D01AE;MIKIUM
G01AX;MIKIUM VAGINAL
S01AD;MILAVIR OFTALMICO
D06BB;MILAVIR TOPICO
A14BA;MILBEDOCE ANABOLICO
J01CA;MILIKEN MUCOLITICO
R05CZ;MILIKEN MUCOLITICO RETARD
C10AX;MILLATEROL
A01AB;MILROSINA
A01AC;MILROSINA HIDROCORT
A01AC;MILROSINA NISTATINA
L01XX;MILTEX
N05BC;MILTOWN
N03AG;MILZONE
C10AX;MIMEDRAN
H05BX;MIMPARA
A11AA;MINADEX MIX
A11AA;MINADEX MIX GINSENG
G03AA;MINESSE
G02BB;MINI OVULO LANZAS
R01BA;MINILIP RETARD
C02CA;MINIPRES
C01DA;MINITRAN
J01AA;MINOCIN
A10BB;MINODIAB
A02AD;MINOTON
D11AX;MINOXIDIL
G03AA;MINULET
H01BA;MINURIN
H01BA;MINURIN FLAS
C10AA;MINUSCOL
M03BA;MIO RELAX
M01CB;MIOCRIN
M03AB;MIOFLEX
A12BA;MIOKALIUM
A02BC;MIOL
A12BA;MIOPOTASIO
B01AC;MIOSEN
M05BA;MIOSEN SEMANAL
M03BA;MIOWAS
M03AC;MIOWAS G
R02AB;MIOZETS
S01GA;MIRACLAR ANTISEPTICO
S01GA;MIRACLAR COLIRIO
S01CB;MIRANTAL
N04BC;MIRAPEXIN
A08AA;MIRAPRONT
S01GA;MIRAZUL
N05AL;MIRBANIL
B03XA;MIRCERA
R06AD;MIRCOL
G02BA;MIRENA
N06AX;MIRPIK
N06AX;MIRTAMYLAN
N06AX;MIRTAZAPINA
N06AX;MIRTAZAPINA FLAS
S01XA;MIRTILUS
C03EA;MISCIDON
G02AD;MISIVE
G02AD;MISOFAR
R06AX;MISTAMINE
N05AL;MISULMYLAN
C09CA;MITEN
C09CA;MITEN CARDIO
C09DA;MITEN PLUS
C09DA;MITEN PLUS FORTE
J01CA;MITIBRON
R05X;MITIDERMA
D07AA;MITOCORTYL
L01DC;MITOMYCIN C
D02AB;MITOSYL
L01DB;MITOXANTRONA
M03AC;MIVACRON
A10AD;MIXTARD
A10AD;MIXTARD HUMANA
A10AD;MIXTARD INNOLET
A10AD;MIXTARD NOVOLET
A10AD;MIXTARD PENFILL
R06AX;MIZOLEN
J07BD;M-M-RVAXPRO
N06AG;MOCLOBEMIDA
N06BA;MODAFINILO
A06AB;MODANE
N05AB;MODECATE
C07AB;MODERATOR
D10AA;MODERIN ACNE
L04AD;MODIGRAF
N06BA;MODIODAL
C10AX;MODULATOR
C08CA;MODUS
N05CD;MOGADON
A06AD;MOLAXOLE
D01AC;MOLDINA
C01DX;MOLSIDAIN
C07AB;MOLSON
M01AE;MOMEN
J01EE;MOMENTOL
D07AC;MOMETASONA
J01FA;MOMICINE
A06AX;MONEI
R03DC;MONKASTA
J01DC;MONOCID
B02BD;MONOCLATE P
B03AC;MONOFERRO
J01XX;MONOFOSCIN
A02BC;MONOLITUM
A02BC;MONOLITUM FLAS
B02BD;MONONINE
C01DA;MONONITRATO ISOSORBIDA
C08CA;MONOPRESS
S01EE;MONOPROST
D01AC;MONOSTOP
A10AE;MONOTARD
A04AD;MONOTREAN
R03DC;MONTELUKAST
J01XX;MONUROL
C09CA;MOONVAL
C09DA;MOONVAL PLUS
A02BC;MOPRAL
A02BC;MOPRAL MUPS
V03AX;MORDE X
N02AA;MORFINA
J01CA;MORGENXIL
N02CX;MOSEGOR
A02AD;MOSIL
L01AA;MOSTARINA
C08CA;MOTENS
A03FA;MOTILIUM
N06AB;MOTIVAN
R05CB;MOTOSOL
R05CB;MOTOSOL RETARD
D09AA;MOUSTIDOSE
M01AC;MOVALIS
A06AD;MOVICOL
A06AD;MOVICOL CONCENT 
M02AC;MOVILAT
M02AC;MOVILISIN
A06AD;MOVIPREP
M01AH;MOVTOR
J01CA;MOXIPIN
R05CZ;MOXIPIN MUCOLITICO CAPSULAS
J01CA;MOXIPIN MUCOLITICO SOBRES
C02AC;MOXON
L03AX;MOZOBIL
N02AA;MST CONTINUS
N02AA;MST CONTINUS RETARD
R05CB;MUCIBRON
A06AC;MUCIPLAZMA
A02BA;MUCLOX
R05CB;MUCOALIV
J01DA;MUCOBIOTINA
R05CB;MUCOFLUID
R05CB;MUCOLIBEX
R03DB;MUCORAMA
R05CZ;MUCORAMA TS
R05CB;MUCOREX
R05CZ;MUCOREX AMPICILINA
R05CZ;MUCOREX CICLIN
R05CB;MUCOSAN
R05CB;MUCOSAN PEDIATRICO
R05CB;MUCOSAN RETARD
R05CB;MUCOVITAL
A11CA;MULSAL A MEGADOSIS
C01BD;MULTAQ
A11BA;MULTIBIONTA
A13AA;MULTIBIONTA COMPLEX GINSENG
A11AA;MULTIBIONTA MINERAL
A11AA;MULTICEBRINA EFEVIT
A11AA;MULTIGON
V08CA;MULTIHANCE
A11EX;MULTIVIT FORTE
R06AE;MUNTEL
D06AX;MUPIROCINA
D07AC;MURODE
G04BE;MUSE
L01AD;MUSTOFORAN
N06CA;MUTABASE
J07BB;MUTAGRIP
J04AK;MYAMBUTOL
J02AX;MYCAMINE
D01AC;MYCOSPOR
D01AC;MYCOSPOR ONICOSET
A01AB;MYCOSTATIN
D01AA;MYCOSTATIN TOPICO
G01AA;MYCOSTATIN VAGINAL
S01FA;MYDRIASERT
L04AA;MYFENAX
L04AA;MYFORTIC
L01DB;MYOCET
M03BX;MYOLASTAN
V09GA;MYOVIEW
J01FA;MYOXAM
A16AB;MYOZYME
N03AA;MYSOLINE
S01GX;NAAXIA
G02BB;NACHA
C09AA;NACOR
N07CA;NAD MEDICAL
A10BB;NADISAN
D10AF;NADIXA
D11AX;NADONA
A16AB;NAGLAZYME
A07EB;NALCROM
M01AB;NALFON
J01MA;NALION
M01AX;NALOVEN
V03AB;NALOXONA
V03AB;NALOXONE
N07BB;NALTREXONA
A01AD;NANI PRE DENTAL
V09DB;NANOCOLL
B02BD;NANOTIV
N05BA;NANSIUS
C09AA;NAPRILENE
M01AE;NAPROKES
M01AE;NAPROSYN
M02AA;NAPROSYN TOPICO
M01AE;NAPROVAL
M01AE;NAPROXENO
N02CC;NARAMIG
N02CC;NARATRIPTAN
N06AF;NARDELZINE
M01AE;NARFEN
R01AX;NARILET
R01BA;NARINE REPETABS
R01BA;NARINE RETARD
N05BE;NAROL
N01BB;NAROPIN
R06AX;NARVIZOL
R01AD;NASACORT
R01AD;NASAL ROVI
R01AA;NASALTEX
N05CM;NASELCEN
R01AB;NASO PEKAMIN
R01AD;NASOKEY
R01AA;NASOLINA
R01AD;NASONEX
R01AX;NASOPOMADA
S02CA;NASOTIC OTO NASAL
R01AD;NASOTRICIN
R01AA;NASOVALDA
R01AA;NASOVALDA MENTOLADO
A12AA;NATECAL
A12AX;NATECAL D
A12AX;NATECAL D FLAS
H03CA;NATIFAR
H03CA;NATIMED
C01BB;NATISEDINA
A02AX;NATROCITRAL
L01XB;NATULAN
A06AC;NATURLIX
D08AD;NATUSAN
A03FA;NAUZELIN
R03DB;NAVARROFILINA
M04AA;NAVARRUROL
L01CA;NAVELBINE
R06AE;NAVICALM
C09CA;NAVIXEN
C09DA;NAVIXEN PLUS
A04AA;NAVOBAN
J01CR;NAXINA
R05CB;NAXPA
L01XA;NEALORIN
C07AB;NEATENOL
C07BB;NEATENOL DIU
C07FB;NEATENOL DIUVAS
C07AB;NEBILET
C07AB;NEBILOX
C07AB;NEBINE
C07AB;NEBIVOLOL
R03AC;NEBLIK
R03BC;NEBULASMA
R03BC;NEBULCROM
R01AA;NEBULICINA
R01AB;NEBULIZADOR ANTIHIS PENS
J01DD;NECOPEN
G01AX;NEGATOL OVULOS
A06AB;NEHOLIS
J07AH;NEISVAC C
C04AD;NELORPIN
N05AC;NEMACTIL
N05AH;NEMEA
G03XA;NEMESTRAN
C05AA;NEO ANALSONA
C01BB;NEO ARITMALINA
M01AE;NEO ARTROL RETARD
C10AB;NEO ATROMID
D06AX;NEO BACITRIN
D07CA;NEO BACITRIN HIDROCORTISONA
M01AB;NEO DECABUTIN
J07AM;NEO DIFTEPERTUS
R01BA;NEO DURASINA
R03DA;NEO ELIXIFILIN RETARD
G03GA;NEO FERTINORM
C01BB;NEO GILURYTMAL
A07AA;NEO HORTALIDINA
S02CA;NEO HUBBER GOTAS OTICAS/NASALES
J01FA;NEO ILOTICINA
S01GA;NEO LACRIM
G03AA;NEO LYNDIOL
N02BB;NEO MELUBRINA
D07BA;NEO MODERIN
J01CA;NEO PENPROBAL
R01AD;NEO RINACTIVE
D07CC;NEO SYNALAR
J01CA;NEO TOGRAM
H03BB;NEO TOMIZOL
G04CX;NEO URGENIN
D10AA;NEO VISAGE
M01AE;NEOBRUFEN
N02BG;NEOBRUFEN CON CODEINA
M02AA;NEOBRUFEN TOPICO
J01CE;NEOCEPACILINA
N02BE;NEOCIBALENA
A05CA;NEOCOLAN
N01BA;NEOCONES
V08AC;NEOCONTRAST
A07AX;NEODEMUSIN
A01AD;NEODESFILA KIN
J01GB;NEODUALESTREPTO
J01DB;NEOFAZOL
J01CA;NEOFLAINA
G03AA;NEOGYNONA
A07AA;NEOINTESTIN
A07AA;NEOMICINA ESTERSA
A07AX;NEOMICON
J01CE;NEOPENYL
L01XA;NEOPLATIN
B03XA;NEORECORMON
C04AX;NEORGINE
N05AL;NEORIDE
D04AA;NEOSAYOMOL
N03AB;NEOSIDANTOINA
V09IA;NEOSPECT
N07AA;NEOSTIGMINA
C09AA;NEOTENSIN
C09BA;NEOTENSIN DIU
D05BB;NEOTIGASON
A02BA;NEOTUL
P02CB;NEOX JARABE
B02BA;NEOZIMEMA K
B05BA;NEPHRAMINE
V09CA;NEPHROMAG
B05BA;NEPHROTECT
C08CA;NERDIPINA
C10AA;NERGADAN
A09AA;NERPEMIDE
N05CX;NERVIKAN
J05AB;NERVINEX
A11DB;NERVOBION
J05AB;NERVOL
D07CB;NESFARE
J02AC;NESPORAC
J01DA;NESSAXINA
R03DB;NETHAPRIN BALSAMICO
N05CX;NETISUM FORTE
J01GB;NETROCIN
L03AA;NEULASTA
J01AA;NEUMOBAC
R05CZ;NEUMOBIOT
J01CA;NEUMOBRONQUIAL
R05CZ;NEUMOPECTOLINA
J01RA;NEUMOTRIM
L03AA;NEUPOGEN
N04BC;NEUPRO
N04BC;NEUPRO INICIO
N06AX;NEURAPAS
A09AA;NEURIHERPES
M03AX;NEUROBLOC
A11DB;NEUROCATAVIN
H02BX;NEUROCATAVIN DEXA
A11DB;NEURODAVUR
M01BX;NEURODAVUR PLUS
N02BA;NEURODIF
N06BX;NEURODYNAMICUM
A02X;NEUROGASTRAN
V09AA;NEUROLITE
A11DB;NEUROMADE
A11DB;NEUROMADE FORTE
A11DB;NEUROMADE NORMAL
M01BA;NEUROMADE ORAL
N03AX;NEURONTIN
H02BX;NEUROSIDO
A11DA;NEUROSTOP
A11DB;NEUROSTOP COMPLEX
M01BA;NEUROVITAENDIL
P01AX;NEUTREXIN
S01BC;NEVANAC
L01XE;NEXAVAR
A02BC;NEXIUM
A02BC;NEXIUM MUPS
M01AE;NIALEN
M02AA;NIALEN TOPICO
J01XX;NIBIOL
J01XX;NIBIOL FTE
C08CA;NICARDIPINO
A16AX;NICO HEPATOCYN
N07BA;NICODISC
N07BA;NICOGUM FRUIT
N07BA;NICOMAX
N07BA;NICORETTE
N07BA;NICOTINELL
N07BA;NICOTROL
N02BG;NIDOL
C08CA;NIFEDIPINO
M01AX;NIFLACTOL
M01AX;NIFLACTOL RECTAL
M02AA;NIFLACTOL TOPICO
M03AC;NIMBEX
M03AC;NIMBEX FORTE
J07AH;NIMENRIX
C08CA;NIMODIPINO
C08CA;NIMOTOP
L01XX;NIPENT
C08CA;NIPRINA
N07BA;NIQUITIN
N07BA;NIQUITIN CLEAR
N04BC;NIROMYLAN
V08AB;NITIGRAF
N07XX;NITOMAN
C01DA;NITRADISC
N05CD;NITRAZEPAN
C08CA;NITRENDIPINO
C01DA;NITRITO DE AMILO
C01DA;NITRO DUR
C01DA;NITRODERM MATRIX
C01DA;NITRODERM TTS
C01DA;NITROFIX
J01XE;NITROFURANTOINA
D11AF;NITROINA
C01DA;NITROPACIN
C01DA;NITROPLAST
C02DD;NITROPRUSSIAT FIDES
C01DA;NITROTARD
L01AD;NITROUREAN
J06BB;NIULIVA
J01DC;NIVADOR
L03AA;NIVESTIM
D03AX;NIXODERM
M01AX;NIXYN
M02AC;NIXYN TOPICO
S01GA;NIZINFRINA
M01AE;NOALGIL
N02AX;NOBLIGAN RETARD
G02B;NOBLITEN
N06CA;NOBRITOL
N06CA;NOBRITOL FORTE
N05BA;NOBRIUM
J01DA;NOCADELIN
N02CX;NOCERTONE
N05CD;NOCTAMID
H01BA;NOCTURIN
N06AB;NODEPE
M01AE;NODOLFEN
N02BE;NOFEDOL
N06DA;NOFLEBAN
J01MB;NOFRIN
N05BA;NOIAFREN
N06DA;NOLEXE
N02BB;NOLOTIL
A03DB;NOLOTIL COMPOSITUM SUPOS
A02BC;NOLPAZA
L02BA;NOLVADEX
N06BX;NOOTROPIL
M02AA;NOPANE
C01CA;NORADRENALINA
C01CA;NORAGES
A05AB;NORBILINE 
V09XA;NORCOLESTEROL IODADO (131 I) CIS BIO
M03AC;NORCURON
H01AC;NORDITROPIN
H01BA;NORDURINE
N06AX;NOREBOX
N06AA;NORFENAZIN
J01MA;NORFLOK
J01MA;NORFLOXACINO
A10BB;NORGLICEM
J01FA;NORICLAN
G03AD;NORLEVO
A06AC;NORMACOL FORTE
N05BA;NORMIDE
R01AB;NORMO NAR ADUL 
J01BA;NORMOFENICOL
B05XA;NORMOFUNDINA
B05XA;NORMOFUNDINA CON POTASIO
N06DX;NORMOGINKGO
G04CB;NORMOMALE
H02AB;NORMONSONA
C07CB;NORMOPRESIL
M09AX;NORMOREUM
B06AB;NORMOSANG
D08AC;NORMOSEPT
G02CX;NORMOSOY
C07AG;NORMOTRIDE
R05DA;NORMOTUS
G02CX;NORMOVAGIL EMULSION VAGINAL
N05CM;NORMOVAL
D08AG;NORMOVIDONA
B03AD;NORMOVITE ANTIANEMICO
M01AB;NORMULEN
J01MA;NOROXIN
A02BC;NORPRAMIN
G02CB;NORPROLAC
J01FA;NORTRON
C08CA;NORVAS
M01AE;NORVECTAN
J05AE;NORVIR
A02BA;NOS
R05CZ;NOSTUSINA
J01MB;NOTRICEL
R05DA;NOTUS
R05DA;NOTUSIN
G03CA;NOVAFEM
R05X;NOVAG GRIP
R01AA;NOVAG RINO
R05DA;NOVAG TUSS
J01CA;NOVAGCILINA
R03BA;NOVAHALER
D08AX;NOVAMINA
L01DB;NOVANTRONE
A03CA;NOVATROPINA
N02BB;NOVAZOLON
A02BC;NOVEK
J01AA;NOVELCICLINA
N02CC;NOVELIAN
G03AB;NOVIAL
G03AB;NOVIAL PERIODICO
A05BA;NOVIDIN
J06AA;NOVISERUM ANTIDIF
J06BB;NOVISERUM ANTITET
A16AX;NOVO AEROFIL SEDANTE
N02BE;NOVO CAFEINOL
A03CA;NOVO COMICIANOL
D11AX;NOVO DERMOQUINONA
D11AX;NOVO MELANIDINA
N05CD;NOVODORM
R03DA;NOVOFILIN RETARD
A10AD;NOVOMIX FLEXPEN
A10AD;NOVOMIX PENFILL
A04AD;NOVONAUSIN
A10BX;NOVONORM
R03BA;NOVOPULM NOVOLIZER
A10AB;NOVORAPID
A10AB;NOVORAPID FLEXPEN
A10AB;NOVORAPID NOVOLET
A10AB;NOVORAPID PENFILL
B02BD;NOVOSEVEN
A07AX;NOVOTALIL
D07AC;NOVOTER
D07CC;NOVOTER GENTAMICINA
J02AC;NOXAFIL
D08AX;NOXYLIN
B02BX;NPLATE
M09AX;NUCLEO CMP FORTE
M09AX;NUCLEO CMP NORM
N06BX;NUCLESERINA
J01GB;NUCLOGEN
A02BC;NUCLOSINA
A09AC;NULACIN FERMENTOS
A02BA;NULCERIN
A02BA;NULCEX
N06BX;NUMATOL
S02AA;NUMEN
M01AB;NUMIDE
N02BE;NUPELDOL
M01AE;NUREFLEX RETARD
J01MB;NURIL
M01AE;NUROFEN
R05X;NUROFEN COMPLEX
M02AA;NUROFEN TOPICO
D01AC;NUTRACEL
D07AB;NUTRASONA
B05BA;NUTRIFLEX LIPID
B05DB;NUTRINEAL PD
B05BA;NUTRIPLASMAL
H01AC;NUTROPIN AQ
H01AA;NUVACTHEN DEPOT
J01CA;NUVAPEN
J01CA;NUVAPEN MUCOLITICO RETAR
J01CA;NUVAPEN RETARD
G03AA;NUVARING
G03FB;NUVELLE
S01ED;NYOLOL
R06AA;NYTOL
N05BC;OASIL SIMES
R06AX;OBALIX
M01AE;OBERDOL
A02AD;OBETINE
A11HA;OBLITEROL
S01AX;OCACIN
J06BA;OCTAGAMOCTA
B05AA;OCTALBIN
B02BD;OCTANATE
B02BD;OCTANINE
B02BD;OCTAPLEX
J01MA;OCTEGRA
N01BB;OCTOCAINE
H01BA;OCTOSTIM
V09IB;OCTREOSCAN VIAL
H01CB;OCTREOTIDA
S01CC;OCUBRAX
S01BC;OCUFLUR
S01XA;OCULOTECT
A01AB;ODAMIDA
D01AE;ODENIL
D01AE;ODENIL UÑAS
A01AB;ODOL MED DENTAL
J01CR;ODONTOBIOTIC
A01AB;ODONTOCROMIL C SULFAMIDA
C09AA;ODRIK
G03CA;OESTRACLIN
S01XA;OFARSIN
A13AA;OFIL
J01MA;OFLOVIR
J01MA;OFLOXACINO
S01CA;OFT CUSI CORTISONA NEOMI
S01CA;OFT CUSI ICTIOFORMICA
S01EB;OFT CUSI PILOCARPINA
S01AA;OFT CUSI POLIANTIB
S01CA;OFT CUSI SULFO SELENIO
S01AD;OFT CUSI VIRUCIDA IDU
S01AX;OFTACILOX
S01BC;OFTALAR
S01CB;OFTALMO FUNK
S01CA;OFTALMO MEDICAL
S01GA;OFTALMOL BAÑO OCULAR
S01CB;OFTALMOL DEXA
S01XA;OFTALMOLOSA CUSI ANTIEDEMA
S01FA;OFTALMOLOSA CUSI ATROPINA
