Text,Freq,Codi,Descr_codi,Codi_3,Descr_codi_3,Gran_grup_classif,Descr_gran_grup_clasif
MIODESOPSIAS,1,NA,NA,NA,NA,NA,NA
MIOMA INTRAUTERI,1,NA,NA,NA,NA,NA,NA
MIOMAS EN EL UTERO,1,NA,NA,NA,NA,NA,NA
MIOMES UTERINS,1,NA,NA,NA,NA,NA,NA
MIOPATIA,1,NA,NA,NA,NA,NA,NA
MIOPIA,1,NA,NA,NA,NA,NA,NA
MIOPIA FORTA,1,NA,NA,NA,NA,NA,NA
MOLA,1,NA,NA,NA,NA,NA,NA
MOLESTIAS DE ORINA,1,NA,NA,NA,NA,NA,NA
MOLESTIAS ESTOMACALES,1,NA,NA,NA,NA,NA,NA
MOLESTIES AL ESTOMAG,1,NA,NA,NA,NA,NA,NA
MOLSTIES ESTOMAC,1,NA,NA,NA,NA,NA,NA
MOLT SENSIBLE,1,NA,NA,NA,NA,NA,NA
MONONUCLEOSIS,1,NA,NA,NA,NA,NA,NA
MONONUCLEOSIS INFECCIOSA,1,NA,NA,NA,NA,NA,NA
MONONUCLEOSSIS,1,NA,NA,NA,NA,NA,NA
MORT DE LA MARE,1,NA,NA,NA,NA,NA,NA
MUCOSIDAD,1,NA,NA,NA,NA,NA,NA
MULTIVITAMINICO,1,NA,NA,NA,NA,NA,NA
NARCOLEPSIA,1,NA,NA,NA,NA,NA,NA
NARIZ,1,NA,NA,NA,NA,NA,NA
NATURAL/PREVENTIVA,1,NA,NA,NA,NA,NA,NA
NEFRITIS CRONICA TIPUS IGA,1,NA,NA,NA,NA,NA,NA
NEFROPATIA,1,NA,NA,NA,NA,NA,NA
NEFROPATIA IGA,1,NA,NA,NA,NA,NA,NA
NEFROSIS,1,NA,NA,NA,NA,NA,NA
NERVI CIATIC,1,NA,NA,NA,NA,NA,NA
NERVI TRIGEMI,1,NA,NA,NA,NA,NA,NA
NERVIO CIATICO AFECTADO,1,NA,NA,NA,NA,NA,NA
NERVIO FACIAL ALTERADO,1,NA,NA,NA,NA,NA,NA
NERVIO MOTRIZ Y SENSITIVO,1,NA,NA,NA,NA,NA,NA
NERVIOS-ANSIEDAD,1,NA,NA,NA,NA,NA,NA
NERVIS E INSOMNI,1,NA,NA,NA,NA,NA,NA
NERVIS ESTOMAC,1,NA,NA,NA,NA,NA,NA
"NEUMONIA,",1,NA,NA,NA,NA,NA,NA
NEUMONIA/PERICARDITIS,1,NA,NA,NA,NA,NA,NA
NEUMONIES,1,NA,NA,NA,NA,NA,NA
NEUMOTORAX,1,NA,NA,NA,NA,NA,NA
NEUMOTORAX ESPONTANEOS,1,NA,NA,NA,NA,NA,NA
NEURALGIA DEL TRIGEMIN,1,NA,NA,NA,NA,NA,NA
NEURALGIA DEL TRIGEMINIO,1,NA,NA,NA,NA,NA,NA
NEURALGIA PUDENDO,1,NA,NA,NA,NA,NA,NA
NEURALGIA TRIGEMIN,1,NA,NA,NA,NA,NA,NA
"NEURALGIA TRIJEMINO,COLON IRRITABLE  GASTRITIS CRONICA  FIBROMIALGIA , TATIGA CRONICA",1,NA,NA,NA,NA,NA,NA
NEURODERMATITIS,1,NA,NA,NA,NA,NA,NA
NEUROFIBROMA CIATICO DE SCHWANNOMA,1,NA,NA,NA,NA,NA,NA
NEUROFIBROMATOSIS GRADO UNO,1,NA,NA,NA,NA,NA,NA
NEUROMA DE MORTON,1,NA,NA,NA,NA,NA,NA
NIC CERVIX,1,NA,NA,NA,NA,NA,NA
NIVEL BAJO,1,NA,NA,NA,NA,NA,NA
NIVELES BAJOS DE  VITAMINA B12,1,NA,NA,NA,NA,NA,NA
NIVELLAR NIVELL TIROIDES,1,NA,NA,NA,NA,NA,NA
NO TINC TIROIDE,1,NA,NA,NA,NA,NA,NA
NODUL A LES TIROIDES,1,NA,NA,NA,NA,NA,NA
NODUL TIROIDAL FRED,1,NA,NA,NA,NA,NA,NA
NODULO FRIO EN EL TIROIDES,1,NA,NA,NA,NA,NA,NA
NODULO TIROIDES,1,NA,NA,NA,NA,NA,NA
NODULO TIROIDES FRED,1,NA,NA,NA,NA,NA,NA
NODULOS MAMARIOS PSEUDOANGIOMATOSI,1,NA,NA,NA,NA,NA,NA
NODULS A LES TIROIDES,1,NA,NA,NA,NA,NA,NA
NODULS SOLIDS,1,NA,NA,NA,NA,NA,NA
NODULS TIROIDALS,1,NA,NA,NA,NA,NA,NA
NODULS TIROIDES,1,NA,NA,NA,NA,NA,NA
NUTRICION,1,NA,NA,NA,NA,NA,NA
"OBESIDAD,",1,NA,NA,NA,NA,NA,NA
OBESITAT MORBIDA,1,NA,NA,NA,NA,NA,NA
OBSESION,1,NA,NA,NA,NA,NA,NA
OBSESION Y ANSIEDAD,1,NA,NA,NA,NA,NA,NA
OBSESIONS,1,NA,NA,NA,NA,NA,NA
OBSESSIO DELIRANT,1,NA,NA,NA,NA,NA,NA
OBSESSIO EMOCIONAL,1,NA,NA,NA,NA,NA,NA
OBSTRUBCIO VENOSA,1,NA,NA,NA,NA,NA,NA
OBSTRUCCIO VIES RESPIRATORIES ALTES,1,NA,NA,NA,NA,NA,NA
OIDA,1,NA,NA,NA,NA,NA,NA
OIDA (SORDERA),1,NA,NA,NA,NA,NA,NA
OIDO,1,NA,NA,NA,NA,NA,NA
OJOS TENSION,1,NA,NA,NA,NA,NA,NA
OLOR DE ESPALDA,1,NA,NA,NA,NA,NA,NA
OMEPRAZOL,1,NA,NA,NA,NA,NA,NA
ONGLES DANYADES,1,NA,NA,NA,NA,NA,NA
OPERACIO,1,NA,NA,NA,NA,NA,NA
OPERACIO DE PEU,1,NA,NA,NA,NA,NA,NA
OPERACIO REDUCCIO ESTOMAC,1,NA,NA,NA,NA,NA,NA
OPERACIO ULL,1,NA,NA,NA,NA,NA,NA
OPERACION,1,NA,NA,NA,NA,NA,NA
OPERACION DE LA MAMA,1,NA,NA,NA,NA,NA,NA
OPERADA D'OBESITAT MORDIBA,1,NA,NA,NA,NA,NA,NA
OPERAT NEURINOMA A L'ESQUENA ZONA LUMBAR,1,NA,NA,NA,NA,NA,NA
ORINO MUCHO ULTIMAMENTE,1,NA,NA,NA,NA,NA,NA
ORMONAL,1,NA,NA,NA,NA,NA,NA
OSTEOARTOSIS,1,NA,NA,NA,NA,NA,NA
OSTEOCONDROMATOSI MULTIPLE,1,NA,NA,NA,NA,NA,NA
OSTEONECROSIS CONDILO FEMORAL IZQUIERDO,1,NA,NA,NA,NA,NA,NA
OSTIOMELITIS,1,NA,NA,NA,NA,NA,NA
OSTOSCLEROSIS,1,NA,NA,NA,NA,NA,NA
OTITIS,1,NA,NA,NA,NA,NA,NA
OTOESCLEROSI,1,NA,NA,NA,NA,NA,NA
OTOESCLEROSIS,1,NA,NA,NA,NA,NA,NA
OVARI POLIQUISTIC,1,NA,NA,NA,NA,NA,NA
OVARIO POLIQUISTICO,1,NA,NA,NA,NA,NA,NA
OVARIS POLIQUISTICS,1,NA,NA,NA,NA,NA,NA
"P,ESTOMACAL",1,NA,NA,NA,NA,NA,NA
PALDA CIATICA,1,NA,NA,NA,NA,NA,NA
PAMCREAS,1,NA,NA,NA,NA,NA,NA
PANCREAS,1,NA,NA,NA,NA,NA,NA
PAPANICOLAU,1,NA,NA,NA,NA,NA,NA
PAPERA,1,NA,NA,NA,NA,NA,NA
PAPERAS,1,NA,NA,NA,NA,NA,NA
PAPILOMA,1,NA,NA,NA,NA,NA,NA
PAPILOMA HUMANO,1,NA,NA,NA,NA,NA,NA
PARA  RECUPERARME,1,NA,NA,NA,NA,NA,NA
PARA CONCILIAR SUENO,1,NA,NA,NA,NA,NA,NA
PARA DISMINUIR LAS REGLAS,1,NA,NA,NA,NA,NA,NA
PARA DOLOR DE ESPALDA Y CERVICALES,1,NA,NA,NA,NA,NA,NA
PARA EL DOLOR CRONICO,1,NA,NA,NA,NA,NA,NA
PARA EL DOLOR DE COLUMNA  CERVICALES Y LUNBARES,1,NA,NA,NA,NA,NA,NA
PARA EL RINON,1,NA,NA,NA,NA,NA,NA
PARA LA ESPALDA,1,NA,NA,NA,NA,NA,NA
PARA LA MENOPAUSA,1,NA,NA,NA,NA,NA,NA
PARA LA REGLA,1,NA,NA,NA,NA,NA,NA
PARA LA VISTA,1,NA,NA,NA,NA,NA,NA
PARA NO DEPRIMIRME,1,NA,NA,NA,NA,NA,NA
PARA NO DESPERTAR ANTES DE HORA,1,NA,NA,NA,NA,NA,NA
PARA PODER MICCIONAR BIEN,1,NA,NA,NA,NA,NA,NA
PARA REFORZAR LOS HUESOS,1,NA,NA,NA,NA,NA,NA
PARA TIROIDES,1,NA,NA,NA,NA,NA,NA
PARA TRATARLA,1,NA,NA,NA,NA,NA,NA
PARALISI FACIAL DRETA,1,NA,NA,NA,NA,NA,NA
PASTILLAS ANTICONCEPTIVAS,1,NA,NA,NA,NA,NA,NA
PATOLOGIA PSICOLOGICA,1,NA,NA,NA,NA,NA,NA
PEDRES AL RUNYO,1,NA,NA,NA,NA,NA,NA
PEDRES VESICULA BILIAR,1,NA,NA,NA,NA,NA,NA
PEL CABELL,1,NA,NA,NA,NA,NA,NA
PEL CORTISOL,1,NA,NA,NA,NA,NA,NA
PEL DOLOR,1,NA,NA,NA,NA,NA,NA
PEL DOLOR ARTICULAR,1,NA,NA,NA,NA,NA,NA
PEL DOLOR DELS OSSOS,1,NA,NA,NA,NA,NA,NA
PEL GENOLL,1,NA,NA,NA,NA,NA,NA
PEL MAL DE LA REGLA I MAL DE CAP,1,NA,NA,NA,NA,NA,NA
PEL MATI,1,NA,NA,NA,NA,NA,NA
PEL SON,1,NA,NA,NA,NA,NA,NA
PEL VERTIGEN,1,NA,NA,NA,NA,NA,NA
PELL ATOPICA,1,NA,NA,NA,NA,NA,NA
PELO,1,NA,NA,NA,NA,NA,NA
PELS OSSOS.,1,NA,NA,NA,NA,NA,NA
PEQUENA DEPRESION,1,NA,NA,NA,NA,NA,NA
PEQUENAS AGNEAS,1,NA,NA,NA,NA,NA,NA
PER AUGMENTAR EL CALCI,1,NA,NA,NA,NA,NA,NA
PER BAIXA DE SERATONINA,1,NA,NA,NA,NA,NA,NA
PER CONTROLAR TICS,1,NA,NA,NA,NA,NA,NA
PER DESCANSAR,1,NA,NA,NA,NA,NA,NA
PER DILUIR LA SANG,1,NA,NA,NA,NA,NA,NA
PER DOLORS MUSCULARS,1,NA,NA,NA,NA,NA,NA
PER EL TIROIDES,1,NA,NA,NA,NA,NA,NA
PER ESTAR MES TRANQUILA,1,NA,NA,NA,NA,NA,NA
"PER FALTA DE FERRO, NOMES QUAN TINC LA REGLA",1,NA,NA,NA,NA,NA,NA
PER FORCAR LA ORINA,1,NA,NA,NA,NA,NA,NA
PER HERNIA HIATO,1,NA,NA,NA,NA,NA,NA
PER INTERVENCIO QUIRURGICA DE GENOLL,1,NA,NA,NA,NA,NA,NA
PER L'ARDOR D'ESTOMAG,1,NA,NA,NA,NA,NA,NA
PER L'ESTOMAC,1,NA,NA,NA,NA,NA,NA
PER L'HERNIA DISCAL,1,NA,NA,NA,NA,NA,NA
PER LES ARTICULACIONS,1,NA,NA,NA,NA,NA,NA
PER LES CERVICALS,1,NA,NA,NA,NA,NA,NA
PER LES SOFOCACIONS,1,NA,NA,NA,NA,NA,NA
PER NO TENIR LA REGLA,1,NA,NA,NA,NA,NA,NA
PER ORINAR MENYS A LA NIT,1,NA,NA,NA,NA,NA,NA
PER PEDRES AL RONYO,1,NA,NA,NA,NA,NA,NA
PER POGUE DORMIR,1,NA,NA,NA,NA,NA,NA
PER PROTEGIR L'ESTOMAG,1,NA,NA,NA,NA,NA,NA
PER QUE PRENC IBUPROFENO,1,NA,NA,NA,NA,NA,NA
PER REGULAR LA REGLA,1,NA,NA,NA,NA,NA,NA
PER RELAXA,1,NA,NA,NA,NA,NA,NA
PER RELAXAR TENSIO,1,NA,NA,NA,NA,NA,NA
PER STRESS,1,NA,NA,NA,NA,NA,NA
PER TIROIDECTOMIA,1,NA,NA,NA,NA,NA,NA
PER UNS POLIPS,1,NA,NA,NA,NA,NA,NA
PER VARIES,1,NA,NA,NA,NA,NA,NA
PER VIT.D,1,NA,NA,NA,NA,NA,NA
PERDER PESO,1,NA,NA,NA,NA,NA,NA
PERDIDA DE ORINA,1,NA,NA,NA,NA,NA,NA
PERDIDAS DE ORINA,1,NA,NA,NA,NA,NA,NA
PERDUA CABELL,1,NA,NA,NA,NA,NA,NA
PERDUA CARTILAG,1,NA,NA,NA,NA,NA,NA
PERDUA D'OLOR,1,NA,NA,NA,NA,NA,NA
PERDUA DE OIDA,1,NA,NA,NA,NA,NA,NA
PERDUA DE PROTEINES PER ORINA,1,NA,NA,NA,NA,NA,NA
PERDUES D0ORINA,1,NA,NA,NA,NA,NA,NA
PERDUES ORINA,1,NA,NA,NA,NA,NA,NA
PERICARDITIS VIRICA,1,NA,NA,NA,NA,NA,NA
PERIMENOPAUSIA,1,NA,NA,NA,NA,NA,NA
PERIODE,1,NA,NA,NA,NA,NA,NA
PERIODONTITIS,1,NA,NA,NA,NA,NA,NA
PERITONITIS,1,NA,NA,NA,NA,NA,NA
PERITONITIS PER DIVERTICULITIS,1,NA,NA,NA,NA,NA,NA
PEROCARDITIS,1,NA,NA,NA,NA,NA,NA
PERQUE EM PRENC EL IBUPROFENO,1,NA,NA,NA,NA,NA,NA
PESADEZ DE PIERNAS,1,NA,NA,NA,NA,NA,NA
PICORS DE PELL,1,NA,NA,NA,NA,NA,NA
PICOS,1,NA,NA,NA,NA,NA,NA
PIEDRAS EN EL RINON,1,NA,NA,NA,NA,NA,NA
PIEDRAS EN LA VESICULA,1,NA,NA,NA,NA,NA,NA
PIEDRAS EN VESICULA,1,NA,NA,NA,NA,NA,NA
PIEL ATOPICA,1,NA,NA,NA,NA,NA,NA
PIEL Y HUESOS,1,NA,NA,NA,NA,NA,NA
PIEL-MUCOSAS,1,NA,NA,NA,NA,NA,NA
PIELONEFRITIS AGUDA,1,NA,NA,NA,NA,NA,NA
PIES INQUIETOS,1,NA,NA,NA,NA,NA,NA
PINCAMENT CIATIC,1,NA,NA,NA,NA,NA,NA
PINCAMENT LUMBAR,1,NA,NA,NA,NA,NA,NA
PINZAMENT VERTEBRAS L4-L5,1,NA,NA,NA,NA,NA,NA
PINZAMIENTO DE NERVIO,1,NA,NA,NA,NA,NA,NA
PIODERMA GANGRENOS,1,NA,NA,NA,NA,NA,NA
PIORREA DENTAL,1,NA,NA,NA,NA,NA,NA
PIROSI,1,NA,NA,NA,NA,NA,NA
PITIDO A L'OIDA,1,NA,NA,NA,NA,NA,NA
PITIRIASI LIQUENOIDE CRONICA,1,NA,NA,NA,NA,NA,NA
PLEURA TUBERCULOSA,1,NA,NA,NA,NA,NA,NA
PNUEMONIA,1,NA,NA,NA,NA,NA,NA
POLICITEMIA VERA,1,NA,NA,NA,NA,NA,NA
POLIMIALGIA REUMATICA,1,NA,NA,NA,NA,NA,NA
POLINEUROPATIA DIABETICA,1,NA,NA,NA,NA,NA,NA
POLIO,1,NA,NA,NA,NA,NA,NA
POLIOMELITIS,1,NA,NA,NA,NA,NA,NA
POLIP CORDES VOCALS,1,NA,NA,NA,NA,NA,NA
POLIP MATRIU,1,NA,NA,NA,NA,NA,NA
POLIPOS MATRIZ,1,NA,NA,NA,NA,NA,NA
POLIPOS NASAL,1,NA,NA,NA,NA,NA,NA
POLIPOS UTERINOS,1,NA,NA,NA,NA,NA,NA
POLIPOS VESICULA,1,NA,NA,NA,NA,NA,NA
POLIPOS VESICULA BILIAR,1,NA,NA,NA,NA,NA,NA
POLIPOSIS NASAL,1,NA,NA,NA,NA,NA,NA
POLIPOSIS NASOSINUSAL,1,NA,NA,NA,NA,NA,NA
POLIPS,1,NA,NA,NA,NA,NA,NA
POLIPS AL INTESTI,1,NA,NA,NA,NA,NA,NA
POLIPS BUFETA FEL,1,NA,NA,NA,NA,NA,NA
POLIPS ESOFAG,1,NA,NA,NA,NA,NA,NA
POLIPS I MIOMES,1,NA,NA,NA,NA,NA,NA
POLIPS I MIOMES A LA MATRIU,1,NA,NA,NA,NA,NA,NA
POLIPS NASAL,1,NA,NA,NA,NA,NA,NA
POLIPS NASAL I CORRECCIO TABIC NASAL,1,NA,NA,NA,NA,NA,NA
POLIPS TIROIDES,1,NA,NA,NA,NA,NA,NA
POLIQUISTOSI HEPATORENAL,1,NA,NA,NA,NA,NA,NA
POLIQUISTOSI RENAL,1,NA,NA,NA,NA,NA,NA
POQUES HORMONES,1,NA,NA,NA,NA,NA,NA
POR DETECTAR CELULAS DE TUBERCULOSIS,1,NA,NA,NA,NA,NA,NA
POR PRESCRIPCIO MEDICA,1,NA,NA,NA,NA,NA,NA
POSIBLE INFECCIO,1,NA,NA,NA,NA,NA,NA
POST CIRURGIA,1,NA,NA,NA,NA,NA,NA
POST INTERVENCIO QUIRURGICA,1,NA,NA,NA,NA,NA,NA
POTASI,1,NA,NA,NA,NA,NA,NA
PRE MENOPAUSEA,1,NA,NA,NA,NA,NA,NA
PRE-MENOPAUSA,1,NA,NA,NA,NA,NA,NA
PREACLAMPSIA GESTACIONAL,1,NA,NA,NA,NA,NA,NA
PREBENIR DOLOR,1,NA,NA,NA,NA,NA,NA
PRECAUCIO,1,NA,NA,NA,NA,NA,NA
PRECION ARTERIAL,1,NA,NA,NA,NA,NA,NA
PREMENOPAUSIA,1,NA,NA,NA,NA,NA,NA
PRENTIVA,1,NA,NA,NA,NA,NA,NA
PREPARACION MATERNIDAD,1,NA,NA,NA,NA,NA,NA
PREPARAR EMBARAZO,1,NA,NA,NA,NA,NA,NA
PRESBICIA,1,NA,NA,NA,NA,NA,NA
PRESIO (9 I 14),1,NA,NA,NA,NA,NA,NA
PRESIO ALTA,1,NA,NA,NA,NA,NA,NA
PRESIO OCULAR,1,NA,NA,NA,NA,NA,NA
PRESION,1,NA,NA,NA,NA,NA,NA
PRESION OCULAR ALTA,1,NA,NA,NA,NA,NA,NA
PRESSIO ALTA,1,NA,NA,NA,NA,NA,NA
PRESSIO ARTERIAL,1,NA,NA,NA,NA,NA,NA
PREVENCIO COAGULS,1,NA,NA,NA,NA,NA,NA
PREVENCIO DESCALSIFICACIO OSEA,1,NA,NA,NA,NA,NA,NA
PREVENCIO EMBARAS,1,NA,NA,NA,NA,NA,NA
PREVENCIO ESTOMAC,1,NA,NA,NA,NA,NA,NA
PREVENCIO GLAUCOMA,1,NA,NA,NA,NA,NA,NA
PREVENCIO HERNIA HIATO,1,NA,NA,NA,NA,NA,NA
PREVENCIO OSTEOPOROSI,1,NA,NA,NA,NA,NA,NA
PREVENCIO OSTEOPOROSIS,1,NA,NA,NA,NA,NA,NA
PREVENCIO PROSTATA,1,NA,NA,NA,NA,NA,NA
PREVENCIO TROMBOSIS,1,NA,NA,NA,NA,NA,NA
PREVENCION CARDIOLOGICA,1,NA,NA,NA,NA,NA,NA
PREVENCION EMBARAZO,1,NA,NA,NA,NA,NA,NA
PREVENCION GLAUCOMA,1,NA,NA,NA,NA,NA,NA
PREVENCION POR FALTA DE   HIERRO HIERRO,1,NA,NA,NA,NA,NA,NA
PREVENCION PROBLEMAS OSEOS,1,NA,NA,NA,NA,NA,NA
PREVENIR COLIC NEFRITIC,1,NA,NA,NA,NA,NA,NA
PREVENIR HERPES SIMPLE,1,NA,NA,NA,NA,NA,NA
PREVENIR ISQUEMIES CEREBRALS,1,NA,NA,NA,NA,NA,NA
PREVENIR RESFRIADOS,1,NA,NA,NA,NA,NA,NA
PREVENTIU,1,NA,NA,NA,NA,NA,NA
PREVENTIU PER EPISODIS D'INSOMNI DE FA DOS ANYS,1,NA,NA,NA,NA,NA,NA
PREVENTIVO,1,NA,NA,NA,NA,NA,NA
PREVINDRE MAL A LES ARTICULACIONS,1,NA,NA,NA,NA,NA,NA
PRINCIPI DE DEPRESSIO,1,NA,NA,NA,NA,NA,NA
PROBLEMA CAPILAR,1,NA,NA,NA,NA,NA,NA
PROBLEMA DIGESTIVO,1,NA,NA,NA,NA,NA,NA
PROBLEMA HEMATOLOGICO,1,NA,NA,NA,NA,NA,NA
PROBLEMAS DE ESTOMAGO,1,NA,NA,NA,NA,NA,NA
PROBLEMAS DE MEMORIA,1,NA,NA,NA,NA,NA,NA
PROBLEMAS DEL SUENO,1,NA,NA,NA,NA,NA,NA
PROBLEMAS GASTRICOS,1,NA,NA,NA,NA,NA,NA
PROBLEMAS PIPI,1,NA,NA,NA,NA,NA,NA
PROBLEMES DEL SON,1,NA,NA,NA,NA,NA,NA
PROBLEMES GASTRICS,1,NA,NA,NA,NA,NA,NA
PROBLEMES GENOLL,1,NA,NA,NA,NA,NA,NA
PROBLEMES MENTALS,1,NA,NA,NA,NA,NA,NA
PROBLEMES SON,1,NA,NA,NA,NA,NA,NA
PROBLEMES ULL,1,NA,NA,NA,NA,NA,NA
PROCTECTOR,1,NA,NA,NA,NA,NA,NA
PROLAPSE UTERI,1,NA,NA,NA,NA,NA,NA
"PROSTAT, BUFETA",1,NA,NA,NA,NA,NA,NA
PROSTATA BENIGNA,1,NA,NA,NA,NA,NA,NA
PROSTATA GRANDE,1,NA,NA,NA,NA,NA,NA
PROSTATIS,1,NA,NA,NA,NA,NA,NA
PROSTATITIS  CRONICA,1,NA,NA,NA,NA,NA,NA
PROSTATITIS / INFECCIO ORINA,1,NA,NA,NA,NA,NA,NA
PROSTATITIS CRONICA I TEMA PSIQUIATRIC,1,NA,NA,NA,NA,NA,NA
PROSTATS,1,NA,NA,NA,NA,NA,NA
PROTATITIS,1,NA,NA,NA,NA,NA,NA
PROTECCIO,1,NA,NA,NA,NA,NA,NA
PROTECCIO DIGESTIVA,1,NA,NA,NA,NA,NA,NA
PROTECCIO ESTOMACAL,1,NA,NA,NA,NA,NA,NA
PROTECCIO ESTOMAG,1,NA,NA,NA,NA,NA,NA
PROTECCIO ESTOMEG,1,NA,NA,NA,NA,NA,NA
PROTECCION,1,NA,NA,NA,NA,NA,NA
PROTECCION DE CARTILAGO,1,NA,NA,NA,NA,NA,NA
PROTECCION DE ESTOMAGO,1,NA,NA,NA,NA,NA,NA
PROTECCION ESTOMACAL,1,NA,NA,NA,NA,NA,NA
PROTECCION ESTOMAGO,1,NA,NA,NA,NA,NA,NA
PROTECCION ESTOMAGOI,1,NA,NA,NA,NA,NA,NA
PROTECCION SOLAR,1,NA,NA,NA,NA,NA,NA
PROTECIO GASTRICA,1,NA,NA,NA,NA,NA,NA
PROTECION DE ESTOMAGO,1,NA,NA,NA,NA,NA,NA
PROTECION DEL  ESTOMAGO,1,NA,NA,NA,NA,NA,NA
PROTECION PROSTATA,1,NA,NA,NA,NA,NA,NA
PROTECTOR D'ESTOMAC PER L'IBUPROFE,1,NA,NA,NA,NA,NA,NA
PROTECTOR D?ESTOMAC,1,NA,NA,NA,NA,NA,NA
PROTECTOR DE ESTMAGO,1,NA,NA,NA,NA,NA,NA
PROTECTOR DE ESTOMAC,1,NA,NA,NA,NA,NA,NA
PROTECTOR DEL ESTOMAGO,1,NA,NA,NA,NA,NA,NA
PROTECTOR ESTOMEC,1,NA,NA,NA,NA,NA,NA
PROTECTOR MUSCOLAR,1,NA,NA,NA,NA,NA,NA
PROTECTOR Y ANTIINFLAMATORIO,1,NA,NA,NA,NA,NA,NA
PROTEFCTOR ESTOMACAL,1,NA,NA,NA,NA,NA,NA
PROTESIS DENTAL,1,NA,NA,NA,NA,NA,NA
PROTESIS LUMBAR,1,NA,NA,NA,NA,NA,NA
PROTESIS VALVULA AORTICA,1,NA,NA,NA,NA,NA,NA
PROTESSI E CADERA,1,NA,NA,NA,NA,NA,NA
PROTETOR,1,NA,NA,NA,NA,NA,NA
PROTISIO LUMBAR,1,NA,NA,NA,NA,NA,NA
PROTUCIO CERVICAL,1,NA,NA,NA,NA,NA,NA
PROTUSION DISCAL,1,NA,NA,NA,NA,NA,NA
PROTUSSIO  L5,1,NA,NA,NA,NA,NA,NA
PRPOSTATA,1,NA,NA,NA,NA,NA,NA
PRURITO,1,NA,NA,NA,NA,NA,NA
PRURITO CRONICO,1,NA,NA,NA,NA,NA,NA
PSA ALT,1,NA,NA,NA,NA,NA,NA
PSICOSIS MANIACO DEPRESIVA. TRASTORNO BIPOLAR.,1,NA,NA,NA,NA,NA,NA
PSIQUIATRIA,1,NA,NA,NA,NA,NA,NA
PTI,1,NA,NA,NA,NA,NA,NA
PULMONIA,1,NA,NA,NA,NA,NA,NA
PULSACIONES,1,NA,NA,NA,NA,NA,NA
PURPURA IDIOPATICA,1,NA,NA,NA,NA,NA,NA
QUEMAZON EN LA BOCA,1,NA,NA,NA,NA,NA,NA
QUERATOSIS ACTINICA,1,NA,NA,NA,NA,NA,NA
QUIST OVARIC,1,NA,NA,NA,NA,NA,NA
QUIST OVARIS,1,NA,NA,NA,NA,NA,NA
QUIST SACRO,1,NA,NA,NA,NA,NA,NA
QUISTE,1,NA,NA,NA,NA,NA,NA
QUISTE A L'OS DEL PEU (5E META.),1,NA,NA,NA,NA,NA,NA
QUISTE OVARIO,1,NA,NA,NA,NA,NA,NA
QUISTE RENAL,1,NA,NA,NA,NA,NA,NA
QUISTE SACRE,1,NA,NA,NA,NA,NA,NA
QUISTE SINUVIAL,1,NA,NA,NA,NA,NA,NA
QUISTES,1,NA,NA,NA,NA,NA,NA
QUISTES ENDIOMETROSIS,1,NA,NA,NA,NA,NA,NA
QUISTES HEPATICOS,1,NA,NA,NA,NA,NA,NA
QUISTES OVARICS,1,NA,NA,NA,NA,NA,NA
QUISTES RENALES,1,NA,NA,NA,NA,NA,NA
QUISTES RONYONS,1,NA,NA,NA,NA,NA,NA
QUISTES TIROIDEOS,1,NA,NA,NA,NA,NA,NA
QUITAR EL DOLOR,1,NA,NA,NA,NA,NA,NA
RAMPA Y DOLOR,1,NA,NA,NA,NA,NA,NA
RAMPAS,1,NA,NA,NA,NA,NA,NA
RAYNAUD,1,NA,NA,NA,NA,NA,NA
RECTOCELE,1,NA,NA,NA,NA,NA,NA
RECUION DE ESTOMAGO,1,NA,NA,NA,NA,NA,NA
REDUCCION DE ESTOMAGO,1,NA,NA,NA,NA,NA,NA
"REDUCCION GASTRICA, BY PASS INTESTINAL",1,NA,NA,NA,NA,NA,NA
REDUCIR PULSACIONES,1,NA,NA,NA,NA,NA,NA
REFLUFJO,1,NA,NA,NA,NA,NA,NA
REFLUGO ESOFAGICO,1,NA,NA,NA,NA,NA,NA
REFLUJO ESOFAGICO,1,NA,NA,NA,NA,NA,NA
REFLUJO ESTOMACAL O ARDOR.,1,NA,NA,NA,NA,NA,NA
REFLUJO G-ESOFAGICO,1,NA,NA,NA,NA,NA,NA
REFLUJO INTESTINAL,1,NA,NA,NA,NA,NA,NA
REFLUX D'ESTOMAG,1,NA,NA,NA,NA,NA,NA
REFLUX ESOFAGOGASTRIC,1,NA,NA,NA,NA,NA,NA
REFLUX GASTRIC I ACIDESA,1,NA,NA,NA,NA,NA,NA
REFLUX GASTRIC I PROITECCIO.,1,NA,NA,NA,NA,NA,NA
REFLUX GASTRIC/ESOFAGITIS,1,NA,NA,NA,NA,NA,NA
REFLUXES GASTRICS,1,NA,NA,NA,NA,NA,NA
REFORC CARTILAGS,1,NA,NA,NA,NA,NA,NA
REFORC MUSCULAR,1,NA,NA,NA,NA,NA,NA
REFORCA EL NERVI,1,NA,NA,NA,NA,NA,NA
REFORCAR DEFENSES,1,NA,NA,NA,NA,NA,NA
REFREDAT I/O DOLOR,1,NA,NA,NA,NA,NA,NA
"REFREDAT, MALESTAR",1,NA,NA,NA,NA,NA,NA
REFREDATS,1,NA,NA,NA,NA,NA,NA
REFUJO ESOFAGICO,1,NA,NA,NA,NA,NA,NA
REGENERA EL CARTILAC,1,NA,NA,NA,NA,NA,NA
